config_name,theta_hat,se,true_effect,true_theta,z,run_id,seed_used,n_samples,d_dim,dgp_num,n_runs,nonlinearity,sparse_k,skewness,interaction,heterogeneous,noise_std,rho,s1,a0,a1,b0,b1
0_base,0.9945094870518822,0.022447642206280486,1.0,1.0,-0.2445919663928712,0,60,2000,20,3,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_base,0.9804121570590392,0.022658156500923676,1.0,1.0,-0.8644941145217316,1,61,2000,20,3,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_base,0.934557105564986,0.023735874372001232,1.0,1.0,-2.7571301317726173,2,62,2000,20,3,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_base,0.9933184463404878,0.022521626529661887,1.0,1.0,-0.2966727847436907,3,63,2000,20,3,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_base,0.9541570185593046,0.023447823116751934,1.0,1.0,-1.955106075836252,4,64,2000,20,3,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_base,0.9995117104146242,0.021985488196099693,1.0,1.0,-0.022209631235864863,5,65,2000,20,3,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_base,1.0137223373192286,0.022442233360104213,1.0,1.0,0.6114515030229968,6,66,2000,20,3,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_base,0.9475099129918464,0.022158362539734924,1.0,1.0,-2.368861278175546,7,67,2000,20,3,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_base,0.9716164248258969,0.022273472840771618,1.0,1.0,-1.274321942384615,8,68,2000,20,3,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_base,0.9992146637677924,0.02187962540120292,1.0,1.0,-0.0358934953321632,9,69,2000,20,3,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_base,0.9533408496765579,0.02256236595294613,1.0,1.0,-2.068007868534263,10,70,2000,20,3,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_base,0.9938794468831512,0.022332179505063894,1.0,1.0,-0.27406877664855445,11,71,2000,20,3,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_base,0.9650441252485894,0.022534474368764185,1.0,1.0,-1.5512176667348472,12,72,2000,20,3,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_base,0.9925868655578346,0.023609994885412718,1.0,1.0,-0.3139828906420289,13,73,2000,20,3,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_base,0.9687444247693903,0.02138853971915295,1.0,1.0,-1.4613234770123684,14,74,2000,20,3,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_base,0.9911771742264317,0.023231035752153593,1.0,1.0,-0.37978615623069645,15,75,2000,20,3,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_base,0.9447126938831386,0.023415901054454166,1.0,1.0,-2.361100945391322,16,76,2000,20,3,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_base,0.9766069683849046,0.021759124117114427,1.0,1.0,-1.0750906833007983,17,77,2000,20,3,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_base,0.9688040743506768,0.022187886209056918,1.0,1.0,-1.4059890768949967,18,78,2000,20,3,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
