config_name,n_samples,d_dim,dgp_num,n_runs,nonlinearity,interaction,sparse_k,skewness,heterogeneous,true_effect,true_theta,noise_std,rho,s1,a0,a1,b0,b1,bias,rmse,variance,coverage_rate,rejection_rate,mean_estimate
0_base,200,20,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,0.0015603260988724177,0.0794482060459203,0.006309582826380187,0.94,0.06,1.0015603260988724
inter_0.25,200,20,2,100,0.0,0.25,0,0.3,0.0,1.0,1.0012731706629832,1.0,0.7,1.0,1.0,0.25,1.0,0.25,0.0016490780516844527,0.0912113757770506,0.008533797116673889,0.93,0.07,1.0029222487146676
inter_0.5,200,20,2,100,0.0,0.5,0,0.3,0.0,1.0,1.0016249318379367,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.0039001656236450546,0.11124358581078769,0.013534867007079536,0.92,0.08,0.9977247662142915
inter_1.0,200,20,2,100,0.0,1.0,0,0.3,0.0,1.0,1.00397757337597,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.005062064237331102,0.15457664546480293,0.02867126234344565,0.97,0.03,0.9989155091386388
hete_0.15,200,20,2,100,0.0,0.0,0,0.3,0.15,1.0,1.0005029170745847,1.0,0.7,1.0,1.0,0.25,1.0,0.25,0.0018690912737725817,0.08705932893512429,0.007661233280643577,0.93,0.07,1.0023720083483572
hete_0.3,200,20,2,100,0.0,0.0,0,0.3,0.3,1.0,1.0007196776881413,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.003165598122400126,0.0962954610748225,0.009704752515435093,0.93,0.07,0.9975540795657412
hete_0.5,200,20,2,100,0.0,0.0,0,0.3,0.5,1.0,1.001637256756098,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.003231126638728774,0.10968610793762378,0.013392058557667723,0.93,0.07,0.9984061301173692
noise_0.5,200,20,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.5,0.7,1.0,1.0,0.25,1.0,0.25,-0.00012942862608697258,0.043890932961032754,0.0019263972444206207,0.93,0.07,0.9998705713739133
noise_1.0,200,20,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,0.0023893304306887987,0.0770828171842353,0.0059360518051512256,0.94,0.06,1.0023893304306886
noise_2.0,200,20,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,2.0,0.7,1.0,1.0,0.25,1.0,0.25,0.01033614753566887,0.14853971240022856,0.021957210214063497,0.93,0.07,1.0103361475356687
s1_0.5,200,20,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,1.0,0.7,0.5,1.0,0.25,1.0,0.25,0.016107810996746467,0.1553927287465346,0.023887438572187173,0.91,0.09,1.0161078109967463
s1_1.0,200,20,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,0.0014248920863806326,0.07626147878270023,0.005813782828666407,0.95,0.05,1.0014248920863806
s1_2.0,200,20,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,1.0,0.7,2.0,1.0,0.25,1.0,0.25,-0.001154331237253744,0.03838802103184265,0.0014723076781358935,0.96,0.04,0.9988456687627462
ind_nl_mD,200,20,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,1.0,0.7,1.0,0.0,2.0,1.0,0.25,0.003777635082719816,0.07677098262823245,0.005879513246886172,0.93,0.07,1.0037776350827199
ind_nl_mY,200,20,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,1.0,0.7,1.0,1.0,0.25,2.0,0.0,0.003918514009555086,0.07618708525340664,0.00578911720736677,0.94,0.06,1.003918514009555
ind_nl_both,200,20,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,1.0,0.7,1.0,0.0,2.0,2.0,0.0,-0.006917090354032215,0.07927278319497222,0.006236328016511225,0.93,0.07,0.9930829096459677
ind_skew_Dpos,200,20,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,1.0,0.7,0.2,0.0,4.0,1.0,0.25,0.013508091170386973,0.3972044699268145,0.1575889224027742,0.89,0.11,1.0135080911703869
ind_skew_Dneg,200,20,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,1.0,0.7,0.2,0.0,-4.0,1.0,0.25,-0.10212271057019084,0.3782507360578606,0.13264457131411034,0.94,0.06,0.8978772894298094
ind_skew_Y,200,20,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.5,0.7,1.0,1.0,0.25,4.0,0.0,0.0037934944434113906,0.04425150772061617,0.0019438053354555599,0.95,0.05,1.0037934944434113
